product_id,domain,category,subcategory,title,display_name,capacity_range,short_description,product_info,technical_details,applications,model_count,spec_status,docx_verification,source_type,source_url
PROD-028,i-power,UPS Solutions,Inverters,T-7701 3-5k TL 1-1 (1PF) Without Battery (3-5KVA),T-7701 Single Phase (3-5KVA),3-5KVA,The i-power T-7701 series are pure sine wave photovoltaic off-grid integrated inverters designed with latest advanced full-digital controlled technology.,It can provide super-high fast charging current and high-efﬁciency energy conversion and storage which is most cost effective more reliable and more practicla which safe electrical protection,"High Efficiency: Ultra-wide photovoltaic input voltage range with high-efﬁciency MPPT charging and battery intelligent management system. Fast Charging: Bidirectional DC-DC provides fast charging upto 80A Configuration Options: Provide up to 9 units parallel and 1P / 3P conﬁguration options. Full Bridge Technology: nverter full-bridge technology can cope with various complex appliances Multiple Working Modes: Multiple optimized working modes for grid, photovoltaics and battery powers provide convenience for customers to choose. Monitoring Options: Wall-mounted and rack-mounted in-cabinet options are available Tested & Verified: All devices are fully tested and veriﬁed for maximum performance. IH1003R10200M IH1003W10200M 3KVA/3KW IH1005R10400M IH1005W10400M 5KVA/5KW","Residential, Commercial, Industry, Remote locations, Agriculture, Medical & Emergency, Public Infrastructure",4,unverified_conflict,conflict,website,https://i-sol.co.uk/product-line-4
PROD-029,i-power,UPS Solutions,Inverters,T-7701 11k TL 1-1 (1PF) Without Battery (11KVA),T-7701 Single Phase (11KVA),11KVA,"The i-power T-7701 Series is a cutting-edge solar inverter engineered for exceptional performance and reliability. Equipped with a customizable RGB LED ring and a vibrant 5"" LCD touch-screen, it ensures effortless monitoring of system performance. Its advanced pure sine wave MPPT inverter and wide PV input voltage range maximize energy efﬁciency, while the integrated 120A MPPT solar charger optimizes solar energy utilization for peak performance","Designed to excel in challenging environments, the inverter features an anti-dust kit for enhanced durability and compatibility with lithium-ion batteries. Its battery equalization function improves performance and extends battery life. With an optional communication port (RS485, CAN-BUS, or RS232), it seamlessly integrates with Battery Management Systems (BMS), making it perfect for advanced energy solutions. The built-in 120A MPPT solar charger ensures optimal solar energy utilization.","MPPT: Built-in two MPPT, with wide PV input range:60-450VDC Battery: Battery equalization function extend life cycle Reserved communication port(RS485,CAN) for BMS Easy to Use: Conﬁgurable AC/PV output usage time and prioritization Easy to Access: Communication WiFi or bluetooth Touchable button with large 5"" colorful LCD On & Off Grid: T-7701 series is suitable for on & off-grid applications Parallel Function: Parallel operation up to 6 units IH1011W10400C 11000VA/11000W","Residential, Commercial, Industry, Remote locations, Agriculture, Medical & Emergency, Public Infrastructure",1,unverified_conflict,conflict,website,https://i-sol.co.uk/product-line-4
PROD-030,i-power,UPS Solutions,Inverters,T-7703 8-20k 3-3 (1PF) Without Battery (8-20KVA),T-7703 Three Phase (8-20KVA),8-20KVA,"The i-power T-7703 Series is an advanced three-phase low-voltage hybrid inverter engineered for residential and small commercial applications, supporting power systems from 10kW to 20kW. It offers an impressive 500A charge/discharge current and supports three battery inputs for ﬂexible energy storage conﬁgurations.","Built with cutting-edge SiC technology and a durable full aluminum IP66-rated enclosure, the T-7703 Series ensures exceptional efﬁciency, reliability, and long-term performance. It accommodates a wide input voltage range (154–286V per phase), features automatic 50/60Hz frequency adaptation, robust surge protection, and provides up to 150% unbalanced three-phase output for stable and efﬁcient power delivery.","Extreme Climate Adaptabilit: Full-load operation, 45°C without derating High Battery Compatibility: Max. 500A charge/discharge, supports three battery inputs Wide Grid Adapbility: 154V-286V per phase input, 50/60Hz autoadaptation, built-in SPD High Surges and Output: 2x load surge for 10s, 150% three-phase unbalanced output Flexible System Expansion: Up to 8 units parallel, supports AC coupling for retroﬁt SiC + Full Aluminum + IP66: High efﬁciency, lightweight, IP66 protection H3010W10400M 10kVA/10kW IH3012W10400M 12kVA/12kW IH3015W10400M 15kVA/15kW IH3020W10400M 20kVA/20kW","Residential, Commercial, Industry, Remote locations, Agriculture, Medical & Emergency, Public Infrastructure",4,unverified_conflict,conflict,website,https://i-sol.co.uk/product-line-4
PROD-031,i-power,UPS Solutions,Accessories,Static Transfer Switch (STS) TL 1-1 16-32A,STS Single Phase (16-32A),16-32A,The i-power single phase static transfer switches (STS) transfer the power supply between independent single phase current power sources. In the event of an intteruption or abnormal conditions in one source feeding the power to critical load will be transferred to the second power source without intteruption of power to the connected load.,"The i-power STS provide an extremely fast load transfer, typically 1/4 of a cycle. This high speed load transfer guarantees the un ost sensitive electronic equipment","FULL-DIGITISED CONTROL WITH COMPREHENSIVE MONITORING & PROTECTIONS Priority Source Selection: Source-A, Source-B, Source A/B Advanced Communications: USB/RS 485 serial port interface (Optional). Auto-Restart:Auto restart (when mains power is restored, after discharge of the batteries). Tested & Verified: All devices are fully tested and veriﬁed for maximum performance. Model: STS22016 / STS22032 Capacity: 16A 32A","Networks, Servers, Commercial, Banking, Security, Education, E-commerce, Labs, Emergency Devices, Control circuits, Telecom devices",2,verified,verified,website,https://i-sol.co.uk/product-line-4
PROD-032,i-power,UPS Solutions,Accessories,Static Transfer Switch (STS) TL 3-3 25-200A,STS Three Phase (25-200A),25-200A,"The i-power Static Transfer Switch (STS) series, operating at 380VAC and featuring a 3-phase / 4-pole switch mode, transfers the critical load between independent power sources. Designed with fully digital control , the STS boasts a high reliability and a fast operation speed.","In the event of an interruption or abnormal conditions in one source feeder, the critical load will be transferred to the second power source without interruption of power to the connected load. This high-speed load transfer guarantees the uniterrupted operation for even the most senstive electronic equipment and also supported by protection functions like input overvoltage and undervoltage protection","ADOPTING FULLY DIGITAL CONTROL, WITH STRONG ANTI-INTERFERENCE ABILITY AND FAST OPERATION SPEED Switching time ≤ 10ms High Reliability Strong Overload Capacity able to withstand full load start-up quipped with Input Overvoltage Undervoltage, overcurrent and other protection functions Front panel is equiped with With an optional display screen and indicator lights to intuitively understand the STS status information 4-Pole switching To switch the neutral at the same time as the phase conductors Models: STS380025 STS380032 STS380045 STS380063 STS380100 STS380160 STS380200 Capacity: 25A 32A 45A 63A 100A 160A 200A","Networks, Servers, Commercial, Banking, Security, Education, E-commerce, Labs, Emergency Devices, Control circuits, Telecom devices, Inustrial applications",7,unverified_conflict,conflict,website,https://i-sol.co.uk/product-line-4
PROD-036,i-power,Battery Storage Systems,Lithium-ion Battery Packs,RB-LI-48VDC-100Ah,Li-ion Battery 48VDC-100Ah,,"The ENERGEN Lithium Iron Phosphate Battery Module is designed for storage and power supply application systems featuring an intelligent Battery Management System (BMS) that ensures enhanced safety, long cycle life, high energy density, wide temperature adaptability, and environmental protection.","This speciﬁcation outlines the module’s type, size, structure, electro-mechanical performnace service life, and BMS charateristics and may be updated according to specific customer requirements.","Packed with high-performance LFP single cell, long life, safety and wide temperature range. High energy density, small size, light weight, no pollution. Packing with single cell container, ﬁre retardant wire and copper connecting bar, stable and safe. Built-in BMS, with battery voltage, current, temperature and health managemen. More than 15 years design life, Stable performance, maintenance-free. Flexible customization of dimensions. Support Max 16pcs in parallel - LCD(optional) indicate the battery SOC and operating status. Model: RB-LI-48-100 Nominal Voltage: 48VDC Amp Hour Capacity: 100Ah",Storage Energy UPS Inverters Back-up Power Solutions Industrial Applications,1,unverified_conflict,conflict,website,https://i-sol.co.uk/product-line-4
PROD-037,i-power,Battery Storage Systems,Lithium-ion Battery Packs,RB-LI-409.8-512VDC-50Ah-100Ah,Li-ion Battery 512VDC-100Ah,,The ENERGEN Lithium Iron Phosphate Battery system is designed for 3-Phase online UPS applications guaranteeing safety and reliability. It supports a high 6C discharge current for 10 minute and is compatible with a wide range of high-voltage UPS systems.,"Available in conﬁgurations up to 51.2KWH and scalable up to 8 cabinets, the battery system is protected by a BMS and Circuit Breaker, and offers a maximum supported UPS capacity up to 250KW.","THE BATTERY MODULE CONSISTS OF LFP CELLS, WIRE, BMS AND ABS CONTAINER FEATURES - 6C discharge current for 10min application - +/- battery voltage with midpoint to support most of UPS battery conﬁguration Suitable for wide range of UPS with high-voltage Up to 8 battery cabinets in parallel Lithium Iron battery LiFePO4 guarantees safety and reliability Models: RB-LI-410-50 RB-LI-512-50 RB-LI-410-100 RB-LI-512-100",3-Phase UPS Systems Data Centers Industrial & Commercial Applications Renewable Energy Storage Systems,4,unverified_conflict,conflict,website,https://i-sol.co.uk/product-line-4
PROD-038,i-power,Battery Storage Systems,Lithium-ion Battery Packs,RB-LI-480VDC-40-100Ah,Li-ion Battery 480VDC-100Ah,,"""Carbon Peaking Carbon Neutrality"" has become a global priority for all countries and industries and the concept of green energy saving has also been widely recognized by the people. Thanks the new infrastructure and 'dual carbon' goals, the lithium-ion battery industry has developed geomatrically at an astonishing pace. Lithium ion phospate walks in the forfront for its safety and stability",By following the nuclear-grade safety design concept and leveraging its over 30 years of professional experience in the power field. i-power deeply applied power electronics to the lithium ion battery technology and released lithium based solution with high safety and reliability,"The S3 smart backup lithium-ion battery system solution adopts the modular parallel design, Safe, Smart and Simple, which can compatible with the full range of i-power UPS, with power ranging from 6kW to 1200kW. DC/DC isolated design combines with the physical isolated design. The fault battery module exits automatically without expanding the fault range Terminal zero voltage when shut down the system, no risk of short circuit shock Module ﬁre protection Can quickly, accurately and effectively detect and extinguish the ﬁre source will extinguish the ﬁre in the initial stage PBMU-SBMU-MBMU, ensure the system safety and improve the system reliability On-line array insulation detection, prevention of battery insulation failure in advance Minute-level maintenance, reduce the OPEX cost Module design, support on-line expansion, can expand the capacity of modules or cabinets. Reduce the CAPEX cost",3-Phase UPS Systems Data Centers Industrial & Commercial Applications Renewable Energy Storage Systems,0,range_only,range_only,website,https://i-sol.co.uk/product-line-4
PROD-039,i-power,Battery Storage Systems,Lithium-ion Battery Packs,RB-LI-512VDC-200Ah,Li-ion Battery 512VDC-200Ah,,"The Energen RB-LI-512-200 is a high-voltage lithium iron phosphate (LFP) battery system purpose-built for resilient data center energy storage. It delivers a rated energy of 102.4kWh and a maximum discharge power of 184kW, ensuring robust backup for critical IT loads. The system utilizes a sophisticated three-level BMS architecture comprising BMU, BCU and BAU unit to provide a real time monitoring and comprehensive hardware protection","Designed for high reliability, it features independent charging circuits and is fully compatible with UPS and HVDC equipment. Safety is paramount, with integrated perﬂuorohexane ﬁre protection. The scalable solution supports upto 16 cabinents in parallel and offers 10 years calender life.","High Safety: LFP battery cells, three-level BMS architecture, and certified by authoritative bodies. Long Life: Long calendar life design, lower TCO. High Reliability: Independent charging and discharging circuit, AC & DC dual power supply, ensuring constant connectivity. Advanced Monitoring: Features centralized monitoring through a Battery Administrative Unit (BAU) and supports unattended operation. High Comptability: Highly compatible with various UPS and High Voltage Direct Current (HVDC) equipment. Model: RB-LI-512-200",3-Phase UPS Systems Data Centers Industrial & Commercial Applications Renewable Energy Storage Systems,1,unverified_conflict,conflict,website,https://i-sol.co.uk/product-line-4
PROD-040,i-power,Automatic Voltage Regulators,Servo AVR,,AVR-1001 Single Phase (1-10KVA),1-10KVA,"The i-power “Servo Voltage Stabilizers” provide protection against main power sags, surges and brownouts. It is ideal for environments that are subject to inconsistencies in the main supply. Each stabilizer has a wide input voltage tolerance and has been designed to provide the ultimate reliability in hostile environments where the quality of the main supply cannot be guaranteed.",The electro-mechanical servo based voltage stabilizer series adopts the latest control technology and offers an unrivalled combination of features providing exceptional performance and protection with great versatility and extremely high reliability. This product is extremely suitable for equipment that require highly reliable and stable power supply.,"FEATURES - Fully Rated Capacity Precise output voltage regulation - Output Accuracy Main Control PCB based on SMT process - SMT Technology Multi Info LCD Display - Display - Protections Overload, Under/Over Voltage, Short Circuit, Bypass protection - Smart CUP control Technolgy Adapts smart CPU control technology to control all processes to increase system reliability. - Tested and Verified All devices are fully tested and verified for maximum performance. Model R100123223S R100223223S R100323223S R100523223S R101023223S Power Rating 1KVA 2KVA 3KVA 5KVA 10KVA",Eelecric Appliances Entertainment IT Infrastructure Business Systems POS Medical Instruments Automation Industrial Machines Telecom Infrastructure,5,verified,verified,website,https://i-sol.co.uk/product-line-4
PROD-041,i-power,Automatic Voltage Regulators,Servo AVR,,AVR-1001 Single Phase (20-30KVA),20-30KVA,"The i-power “Servo Voltage Stabilizers” provide protection against main power sags, surges and brownouts. It is ideal for environments that are subject to inconsistencies in the main supply. Each stabilizer has a wide input voltage tolerance and has been designed to provide the ultimate reliability in hostile environments where the quality of the main supply cannot be guaranteed.",The electro-mechanical servo based voltage stabilizer series adopts the latest control technology and offers an unrivalled combination of features providing exceptional performance and protection with great versatility and extremely high reliability. This product is extremely suitable for equipment that require highly reliable and stable power supply.,"FEATURES - Fully Rated Capacity Precise output voltage regulation - Output Accuracy Main Control PCB based on SMT process - SMT Technology Multi Info LCD Display - Display - Protections Overload, Under/Over Voltage, Short Circuit, Bypass protection - Smart CUP control Technolgy Adapts smart CPU control technology to control all processes to increase system reliability. - Tested and Verified All devices are fully tested and verified for maximum performance. Model R102023223S R103023223S Power Rating: 20KVA 30KVA",Eelecric Appliances Entertainment IT Infrastructure Business Systems POS Medical Instruments Automation Industrial Machines Telecom Infrastructure,2,verified,verified,website,https://i-sol.co.uk/product-line-4
PROD-042,i-power,Automatic Voltage Regulators,Servo AVR,,AVR-1002 Three Phase (10-80KVA),10-80KVA,"The i-power “Servo Voltage Stabilizers” provide protection against main power sags, surges and brownouts. It is ideal for environments that are subject to inconsistencies in the main supply. Each stabilizer has a wide input voltage tolerance and has been designed to provide the ultimate reliability in hostile environments where the quality of the main supply cannot be guaranteed.",The electro-mechanical servo based voltage stabilizer series adopts the latest control technology and offers an unrivalled combination of features providing exceptional performance and protection with great versatility and extremely high reliability. This product is extremely suitable for equipment that require highly reliable and stable power supply.,"FEATURES - Independent Phase Regulation Individual phase regulation technology for better performance - Fully Rated Capacity Precise output voltage regulation - Output Accuracy Main Control PCB based on SMT process - SMT Technology Multi Info LCD Display - Display - Protections Overload, Under/Over Voltage, Short Circuit, Bypass protection - Smart CUP control Technolgy Adapts smart CPU control technology to control all processes to increase system reliability. - Tested and Verified All devices are fully tested and verified for maximum performance. Model: R300140240S R300240240S R300340240S R300540240S R300840240S Power Rating: 10KVA 20KVA 30KVA 50KVA 80KVA",CNC Machines Injection Molding Machines Production Lines Imaging Equipment Laboratory Instruments Server Rooms & Data Centers Telecom Base Stations Elevators & Lifts HVAC Systems,5,verified,verified,website,https://i-sol.co.uk/product-line-4
PROD-043,i-power,Automatic Voltage Regulators,Servo AVR,,AVR-1002 Three Phase (100-3000KVA),100-3000KVA,"The i-power “Servo Voltage Stabilizers” provide protection against main power sags, surges and brownouts. It is ideal for environments that are subject to inconsistencies in the main supply. Each stabilizer has a wide input voltage tolerance and has been designed to provide the ultimate reliability in hostile environments where the quality of the main supply cannot be guaranteed.",The electro-mechanical servo based voltage stabilizer series adopts the latest control technology and offers an unrivalled combination of features providing exceptional performance and protection with great versatility and extremely high reliability. This product is extremely suitable for equipment that require highly reliable and stable power supply.,"FEATURES - Independent Phase Regulation Individual phase regulation technology for better performance - Fully Rated Capacity Precise output voltage regulation - Output Accuracy Main Control PCB based on SMT process - SMT Technology Multi Info LCD Display - Display - Protections Overload, Under/Over Voltage, Short Circuit, Bypass protection - Smart CUP control Technolgy Adapts smart CPU control technology to control all processes to increase system reliability. - Tested and Verified All devices are fully tested and verified for maximum performance. Model R301040240S R301240240S R301540240S R302040240S R302540240S R303040240S R304040240S R305040240S R306040240S R308040240S R310040240S R312540240S R315040240S R320040240S R330040240S Power Rating: 100KVA 120KVA 150KVA 200KVA 250KVA 300KVA 400KVA 500KVA 600KVA 800KVA 1000KVA 1250KVA 1500KVA 2000KVA 3000KVA",CNC Machines Injection Molding Machines Production Lines Imaging Equipment Laboratory Instruments Server Rooms & Data Centers Telecom Base Stations Elevators & Lifts HVAC Systems,15,verified,verified,website,https://i-sol.co.uk/product-line-4
PROD-044,i-power,Automatic Voltage Regulators,Static AVR,,AVR-2001 Single Phase (5-30KVA),5-30KVA,"The i-power “Static Voltage Stabilizers” provide protection against main power sags, surges and brownouts. It is ideal for locations that are subject to inconsistencies in the main supply. Each stabilizer has a wide input voltage tolerance and has been designed to provide the ultimate reliability in hostile environments where the quality of the main supply cannot be guaranteed.","The Non- contact voltage stabilizer series adopts the latest DSP operation control technology, fastest AC sampling, effective values calibrating, current zero-crossing switching and fast compensating voltage stabilizing technology to meet the new generation technology requirements. This product is extremely suitable for equipment that require highly reliable and stable power supply or environments where high amplitude of voltage fluctuation is common.","FEATURES - Non-Contact based technology Non-contact based technology and free from abrasion & routine maintenance - Display Multi info LCD Display - Output Accuracy Precise output voltage regulation - Fast Response Fast response time against input voltage fluctuations - Protections Overload, Under/Over Voltage, Short Circuit, Bypass protection - Smart CUP control Technolgy Adapts smart CPU control technology to control all processes to increase system reliability. - Tested and Verified All devices are fully tested and verified for maximum performance. Model T100523223S T101023223S T101523223S T102023223S T103023223S Power Rating: 5KVA 10KVA 15KVA 20KVA 30KVA",Medical & Healthcare Data Centers & IT Networks Precision Laboratories Industrial Automation Commercial & Residential,5,verified,verified,website,https://i-sol.co.uk/product-line-4
PROD-045,i-power,Automatic Voltage Regulators,Static AVR,,AVR-2002 Three Phase (10-250KVA),10-250KVA,"The i-power “Static Voltage Stabilizers” provide protection against main power sags, surges and brownouts. It is ideal for locations that are subject to inconsistencies in the main supply. Each stabilizer has a wide input voltage tolerance and has been designed to provide the ultimate reliability in hostile environments where the quality of the main supply cannot be guaranteed.","The Non- contact voltage stabilizer series adopts the latest DSP operation control technology, fastest AC sampling, effective values calibrating, current zero-crossing switching and fast compensating voltage stabilizing technology to meet the new generation technology requirements. This product is extremely suitable for equipment that require highly reliable and stable power supply or environments where high amplitude of voltage fluctuation is common.","FEATURES - Non-Contact based technology Non-contact based technology and free from abrasion & routine maintenance - Display Multi info LCD Display - Output Accuracy Precise output voltage regulation - Fast Response Fast response time against input voltage fluctuations - Protections Overload, Under/Over Voltage, Short Circuit, Bypass protection - Smart CUP control Technolgy Adapts smart CPU control technology to control all processes to increase system reliability. - Tested and Verified All devices are fully tested and verified for maximum performance. Model T300140240S T300240240S T300340240S T300540240S T300840240S T301040240S T301240240S T301540240S T302040240S T302540240S Power Rating5/19/2026 10KVA 20KVA 30KVA 50KVA 80KVA 100KVA 120KVA 150KVA 200KVA 250KVA",Data Centers and IT Facilities Medical and Diagnostic Equipment Industrial Automation and CNC Machinery Laboratories and Testing Facilities Industrial HVAC and Compressors,10,partially_verified,partially_verified,website,https://i-sol.co.uk/product-line-4
PROD-046,i-power,Automatic Voltage Regulators,Static AVR,,AVR-2002 Three Phase (300-3000KVA),300-3000KVA,"The i-power “Static Voltage Stabilizers” provide protection against main power sags, surges and brownouts. It is ideal for locations that are subject to inconsistencies in the main supply. Each stabilizer has a wide input voltage tolerance and has been designed to provide the ultimate reliability in hostile environments where the quality of the main supply cannot be guaranteed.","The Non- contact voltage stabilizer series adopts the latest DSP operation control technology, fastest AC sampling, effective values calibrating, current zero-crossing switching and fast compensating voltage stabilizing technology to meet the new generation technology requirements. This product is extremely suitable for equipment that require highly reliable and stable power supply or environments where high amplitude of voltage fluctuation is common.","FEATURES - Non-Contact based technology Non-contact based technology and free from abrasion & routine maintenance - Display Multi info LCD Display - Output Accuracy Precise output voltage regulation - Fast Response Fast response time against input voltage fluctuations - Protections Overload, Under/Over Voltage, Short Circuit, Bypass protection - Smart CUP control Technolgy Adapts smart CPU control technology to control all processes to increase system reliability. - Tested and Verified All devices are fully tested and verified for maximum performance. Model T303040240S T304040240S T305040240S T306040240S T308040240S T310040240S T312540240S T315040240S T320040240S T330040240S Power Rating: 300KVA 400KVA 500KVA 600KVA 800KVA 1000KVA 1250KVA 1500KVA 2000KVA 3000KVA",Data Centers and IT Facilities Medical and Diagnostic Equipment Industrial Automation and CNC Machinery Laboratories and Testing Facilities Industrial HVAC and Compressors,10,verified,verified,website,https://i-sol.co.uk/product-line-4
